Feature ID	Taxon	Confidence
2883248ffdf65c5665e7ea6fd26b9a04	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	0.9999999999977649
a08917ba5ae505e2a7e23330415d1c18	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	0.9999999999872838
334feb949bba92d67ce2d15e5517f30d	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	0.9999999999977329
a404bf4d32831f2133794e5fe5d0a73e	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiomicrospirales;D_4__Thioglobaceae;D_5__SUP05 cluster	0.9266011064026154
b1ba4b300f79838fc4c164465433b097	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	0.9999999999760694
63717bd532d6482a482afb5c0d784c60	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	0.9999999998987669
11254cea51c1389ddabe05661e40c231	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__environmental clone OCS182;D_5__environmental clone OCS182;D_6__environmental clone OCS182	0.9797068023609353
6b9dd64d080d53d989a8407d9806429e	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Amylibacter	0.9870269266314323
b6d80c571b37565a146d8c7196aec258	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	0.9999999999449819
f6d3d84034036e58cff83ffb26001ccf	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	0.9999999999342765
57b3beebda7862a64be26dc80e2863c2	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade	0.9999999032700619
625cabfbd66e4f32de52ec86cb441744	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus;D_6__uncultured euryarchaeote	0.7752159935206949
86cd70d2450e3f44f4a7c543f53008ee	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Prochlorococcus MIT9313	0.994364542669637
393a02b18cc5126b4b3c63ee905d3de8	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	0.9999999999278218
588253f8c914de60cbb9577946854a39	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia	0.9926357029021736
33710095af4d10c80e36a6e6cb82bae3	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Aureococcus anophagefferens;D_5__Aureococcus anophagefferens;D_6__Aureococcus anophagefferens	0.9957226399138904
d883e3b29658c861ac524bbfc2cef34d	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	0.9999999999960679
d4e2c9f35f83dc1b504b5e5c7054106e	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	0.9999999998787384
