Feature ID	Taxon	Confidence
24a26143ba9613c73c2c51d49b5d48f7	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured;D_6__uncultured bacterium	0.8800546352335858
0a3a0f447ec834c0457e23ddd5105ecd	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus	0.9992906493880099
3c1e4e5bca3bcb765c5ff1bb724d94d4	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Nitrosococcales;D_4__Nitrosococcaceae;D_5__Cm1-21	0.9305784443990472
afede5e04b410d29779cd4365baf2c50	D_0__Bacteria;D_1__Planctomycetes;D_2__OM190	0.9999972574012251
d872e4284e4d0d238139976c21dfbd15	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Oligoflexales;D_4__0319-6G20	0.9818636131004609
8eeeb50e499916decfb8bf0ed4778915	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__uncultured marine archaeon;D_6__uncultured marine archaeon	0.7108899228568476
abbbe4740b1ef7f74e9d3d25d9a82e02	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Pseudohongiellaceae;D_5__Pseudohongiella	0.9999836236487403
dc1047d8491012d3cfeb729101fcdb56	D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae;D_5__FS140-16B-02 marine group;D_6__uncultured organism	0.977954164470374
718873b4126b03995c050be48c365f48	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Ascidiaceihabitans	0.7373248500718387
703468ee026c3bec8e703a689048f7e9	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Arctic97B-4 marine group	0.9999999965930393
07cbb4b08197efe6360e984894445b12	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B)	0.9999999709656131
