DOM_fil,microbe,category,estimate,statistic,p.value,parameter,conf.low,conf.high,method,alternative,FDR
DOM,1503;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Acetamides,0.47268234632837186,1.517133088081745,0.16770807527430756,8,-0.22344378100837597,0.8494893665574739,Pearson's product-moment correlation,two.sided,0.3441179846430367
DOM,1626;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Acetamides,0.745980654722923,3.1682500384083143,0.013229477452744536,8,0.21940778725277726,0.9359850402801104,Pearson's product-moment correlation,two.sided,0.09207716307110198
DOM,2321;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maribacter,Acetamides,0.5951538165459762,2.094729302962147,0.0695049994460159,8,-0.05513167172525473,0.8909276882667062,Pearson's product-moment correlation,two.sided,0.21026888208095726
DOM,2568;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae,Acetamides,-0.60224190296578,-2.13374445654617,0.06541049664401334,8,-0.8931840994060585,0.04411056546435925,Pearson's product-moment correlation,two.sided,0.20328751700864092
DOM,2666;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Acetamides,-0.0899860099683228,-0.2555556531881338,0.8047418179232905,8,-0.6810269841336922,0.5720513216669902,Pearson's product-moment correlation,two.sided,0.8621869848439593
DOM,2713;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter,Acetamides,0.47955532494237424,1.5457199842144063,0.16075532682411753,8,-0.21498311624528935,0.8519448482744127,Pearson's product-moment correlation,two.sided,0.33378791011212944
DOM,2747;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus,Acetamides,0.7391619051251657,3.104052463238111,0.014576080297317792,8,0.20489101986185762,0.9340740762327389,Pearson's product-moment correlation,two.sided,0.0968029760203548
DOM,3023;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Acetamides,-0.0890736990701299,-0.2529439090018394,0.806689891566647,8,-0.6805335392471871,0.5726697194327739,Pearson's product-moment correlation,two.sided,0.8621869848439593
DOM,3263;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Acetamides,-0.6255577065855807,-2.2678729880455104,0.053066306149006585,8,-0.9005044818837475,0.006712384453547538,Pearson's product-moment correlation,two.sided,0.1842163619999355
DOM,3349;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Acetamides,0.5997925636511063,2.120174742932891,0.06680702170842777,8,-0.047936860832176104,0.8924060333287595,Pearson's product-moment correlation,two.sided,0.20610676910046866
DOM,3399;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Acetamides,-0.14289385844069696,-0.4083554007503898,0.6937243414867178,8,-0.7087537722810666,0.5348530249624266,Pearson's product-moment correlation,two.sided,0.7794001555638269
DOM,3485;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;OM43 clade,Acetamides,0.22354633513960737,0.6487009971479925,0.534705551200465,8,-0.47259851424350097,0.7479045785006144,Pearson's product-moment correlation,two.sided,0.637251821293705
DOM,376;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Acetamides,-0.3510805876098206,-1.0605125197945386,0.3198765291332528,8,-0.8031671365982351,0.3575910643251521,Pearson's product-moment correlation,two.sided,0.46459529273110173
DOM,4056;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter,Acetamides,-0.33726061629364085,-1.0132840483286965,0.34058653124447363,8,-0.7975323865584107,0.3711864393106025,Pearson's product-moment correlation,two.sided,0.4865521874921052
DOM,45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter,Acetamides,0.5547299468947317,1.885764169141475,0.09605000072771927,8,-0.11509635120729464,0.8777739047889409,Pearson's product-moment correlation,two.sided,0.2515711864906304
DOM,4531;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Acetamides,-0.6234192102876057,-2.255177619170379,0.05412819140779218,8,-0.8998394945778171,0.010217787674783712,Pearson's product-moment correlation,two.sided,0.18539971072747716
DOM,4616;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Litorimonas;uncultured marine bacterium,Acetamides,0.5895189981625398,2.0642552920130446,0.07287666440874961,8,-0.06378151071349741,0.8891234287598263,Pearson's product-moment correlation,two.sided,0.21484687585546974
DOM,493;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Acetamides,-0.08939277023884862,-0.2538572658189971,0.806008463857391,8,-0.6807061774473198,0.5724535269017772,Pearson's product-moment correlation,two.sided,0.8621869848439593
DOM,4940;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella,Acetamides,0.5887510013450282,2.0601379714321624,0.07334427830928104,8,-0.06495288706725477,0.8888767941956985,Pearson's product-moment correlation,two.sided,0.21484687585546974
DOM,592;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Acetamides,-0.019759655014831703,-0.055899658127115545,0.9567926273475855,8,-0.6414060948680993,0.6175497038123239,Pearson's product-moment correlation,two.sided,0.9701743424153839
DOM,5936;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptuniibacter,Acetamides,0.478726883210764,1.5422549099754734,0.1615840302301147,8,-0.21600848725390276,0.8516497397245035,Pearson's product-moment correlation,two.sided,0.33391474180570024
DOM,6323;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Acetamides,0.22496100126652807,0.6530242673154364,0.5320547615273783,8,-0.47144081932563875,0.7485602128498516,Pearson's product-moment correlation,two.sided,0.6349624726046901
DOM,6355;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Acetamides,-0.35550104876283767,-1.0757834117659766,0.3133944387039142,8,-0.8049525564339264,0.3531780977069043,Pearson's product-moment correlation,two.sided,0.4582406078527821
DOM,6889;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;uncultured Thalassobacter sp.,Acetamides,-0.7977638621958552,-3.7421711680992527,0.005687641817109138,8,-0.9501409238329788,-0.3378244603290122,Pearson's product-moment correlation,two.sided,0.047579311354662986
