DOM_fil,microbe,category,estimate,statistic,p.value,parameter,conf.low,conf.high,method,alternative,FDR
DOM,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae,Acetamides,0.008301961614235473,0.02348230266253443,0.9818407105881992,8,-0.6245891495647815,0.6346110653215222,Pearson's product-moment correlation,two.sided,0.9843647226976804
DOM,Bacteria;Proteobacteria;Alphaproteobacteria,Acetamides,0.31883286565357166,0.9514508373662208,0.3692320227282021,8,-0.3888541849307561,0.7898918800941882,Pearson's product-moment correlation,two.sided,0.5255492294306526
DOM,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae,Acetamides,0.8908787085987139,5.547240420500454,5.427278277408891e-4,8,0.5950004648756254,0.9741078087446512,Pearson's product-moment correlation,two.sided,0.00846655411275787
DOM,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Acetamides,-0.25779990809222975,-0.75467761878236606,0.4720715116876094,8,-0.7634971772509638,0.4438751409236016,Pearson's product-moment correlation,two.sided,0.6016597697979336
DOM,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae,Acetamides,0.553721329497278,1.8808173279160856,0.0967837743688974,8,-0.11653261019088955,0.8774393558207496,Pearson's product-moment correlation,two.sided,0.22876164850830297
DOM,Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae,Acetamides,0.22354633513960737,0.6487009971479925,0.534705551200465,8,-0.47259851424350097,0.7479045785006144,Pearson's product-moment correlation,two.sided,0.6668646388838442
DOM,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Acetamides,-0.587111951630478,-2.0513793423876487,0.07434876521914009,8,-0.8883498472030406,0.06744681394840314,Pearson's product-moment correlation,two.sided,0.20564552081889814
DOM,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Acetamides,-0.40349786294847095,-1.2473098517600982,0.24755955796293713,8,-0.8238282378685075,0.30314271257833447,Pearson's product-moment correlation,two.sided,0.40536790764254654
DOM,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae,Acetamides,-0.6112366705832153,-2.184399556852327,0.060446466265201004,8,-0.896026543295486,0.029894578948032255,Pearson's product-moment correlation,two.sided,0.18274513056921235
DOM,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae,Acetamides,0.040453191805734035,0.11451264107039959,0.9116533134228046,8,-0.6045717899694217,0.6534362146818773,Pearson's product-moment correlation,two.sided,0.9381129082714877
DOM,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae,Acetamides,0.4788548155220576,1.5427896553824048,0.16145589024555115,8,-0.21585024407597,0.8516953273762135,Pearson's product-moment correlation,two.sided,0.31172176829586606
DOM,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae,Acetamides,0.7391619051251657,3.104052463238111,0.014576080297317792,8,0.20489101986185762,0.9340740762327389,Pearson's product-moment correlation,two.sided,0.08120959022791341
