DOM_fil,microbe,category,estimate,statistic,p.value,parameter,conf.low,conf.high,method,alternative,FDR
DOM,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;2568,Acetamides,-0.60224190296578,-2.13374445654617,0.06541049664401334,8,-0.8931840994060585,0.04411056546435925,Pearson's product-moment correlation,two.sided,0.20771535240752975
DOM,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maribacter;2321,Acetamides,0.5951373356981506,2.094639482409369,0.06951470958061619,8,-0.05515711410183821,0.8909224247058344,Pearson's product-moment correlation,two.sided,0.2147268795809069
DOM,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter 4;7037,Acetamides,0.903656606226643,5.9681969435352915,3.3508155292552485e-4,8,0.6357509711428834,0.9772569577908028,Pearson's product-moment correlation,two.sided,0.01601295229806492
DOM,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella;1626,Acetamides,0.7459831001687379,3.1682734562242296,0.013229010772511141,8,0.21941303564476816,0.9359857236169634,Pearson's product-moment correlation,two.sided,0.09433802764003847
DOM,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella;7920,Acetamides,-0.6449725717303377,-2.387129368508857,0.04405275630770142,8,-0.9064834657546629,-0.02583946240841315,Pearson's product-moment correlation,two.sided,0.16809604380570278
DOM,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas;9037,Acetamides,0.6603902533916827,2.487427823441866,0.03767295522680904,8,0.05265988383756357,0.9111579314055573,Pearson's product-moment correlation,two.sided,0.156740351716125
DOM,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Litorimonas;uncultured marine bacterium;4616,Acetamides,0.5894970696817157,2.064137612068415,0.07288998914969708,8,-0.0638149818051245,0.889116389058151,Pearson's product-moment correlation,two.sided,0.21857337080536693
DOM,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;1503,Acetamides,0.47268234632837186,1.517133088081745,0.16770807527430756,8,-0.22344378100837597,0.8494893665574739,Pearson's product-moment correlation,two.sided,0.3425024072503464
DOM,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;3349,Acetamides,0.5997853960407954,2.1201351705900393,0.06681113678270949,8,-0.04794803006326015,0.8924037538832049,Pearson's product-moment correlation,two.sided,0.21060032246723642
DOM,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;6355,Acetamides,-0.35545568354642954,-1.0756262767963618,0.3134606087318647,8,-0.8049342747118008,0.35322354673591755,Pearson's product-moment correlation,two.sided,0.4575683382495341
DOM,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;8714,Acetamides,0.8242975388527077,4.118055904594573,0.003353176075014166,8,0.40472141289116,0.9571589230740615,Pearson's product-moment correlation,two.sided,0.035576380308077124
DOM,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;uncultured Thalassobacter sp.;6889,Acetamides,-0.7977406147180199,-3.7418712515062436,0.005690086173856309,8,-0.9501347065750025,-0.3377678176315169,Pearson's product-moment correlation,two.sided,0.04853308795348028
DOM,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter;2713,Acetamides,0.47955532494237424,1.5457199842144063,0.16075532682411753,8,-0.21498311624528926,0.8519448482744127,Pearson's product-moment correlation,two.sided,0.33220221932774885
