sample,Acetamides,Alpha.amino.acid.amides,Alpha.amino.acids.and.derivatives,Amino.acids..peptides..and.analogues,Amino.acids.and.derivatives,Aminoimidazoles,Azacyclic.compounds,Beta.amino.acids.and.derivatives,Carboximidamides,Carboximidic.acids,Carboximidic.acids.and.derivatives,Dialkylamines,Dialkylarylamines,Diazines,Fatty.amides,Guanidines,Heteroaromatic.compounds,Hydroxamic.acids,Imidazoles,Imidolactams,Imines,Indolines,Isoleucine.and.derivatives,N.acyl.amines,N.arylamides,N.carbamoyl.alpha.amino.acids.and.derivatives,N.substituted.imidazoles,Oligopeptides,Organic.1.3.dipolar.compounds,Peptidomimetics,Phenol.ethers,Propargyl.type.1.3.dipolar.organic.compounds,Pyrroles,Pyrrolines,Substituted.imidazoles,Tertiary.alkylarylamines,Tertiary.amines,Tertiary.carboxylic.acid.amides,Valine.and.derivatives,1503;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1626;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,2321;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maribacter,2568;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae,2666;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,2713;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter,2747;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus,3023;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,3263;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,3349;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,3399;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,3485;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;OM43 clade,376;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,4056;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter,45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter,4531;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,4616;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Litorimonas;uncultured marine bacterium,493;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,4940;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella,592;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,5936;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptuniibacter,6323;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,6355;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,6889;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;uncultured Thalassobacter sp.,7037;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter 4,7259;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Umboniibacter;uncultured bacterium,7920;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,8714;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,9037;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas
Pn-delicatissima_A,0.3704829941104504,-0.06255403735747256,1.32156019583533,1.9081476992765967,1.9891552142421358,1.166356617221016,0.7314432737101187,0.20981820611315138,-0.7273097095348051,0.7436654109262435,0.7039353121982365,0.1525450423996359,-0.40329995257032625,0.8984279475805637,-0.002364422484603862,-1.6130014033018696,1.1158351082872908,-0.37434966276520476,1.0951708695630387,1.2522889647386461,-0.3456917868582494,0.7778391208167912,-0.4411112532605812,-0.01973458608918699,2.0330500837448984,-0.7252559637011482,1.1855775489557978,-0.8258731695577685,0.24324766730789651,-0.8403543913783964,1.4990985513324575,0.4534740308280446,0.48636437230535967,0.14411226575794275,1.0507486188119484,-0.46776746479536524,-0.5917862271024301,-0.05207166544795825,0.9901428797275387,-0.46818296861425607,1.6424093309420575,1.6707090775313687,-0.4652545629308719,-0.47357324394872324,-0.4992393892679685,0.2490252400428404,-0.4737709287245886,-0.47098708747963947,1.886311444105005,-0.20233416616682304,-0.7486017384669896,-0.4730389742353077,-0.4743337160486542,-0.5052993675303058,-0.47054513006065,1.5437766031940257,1.1322089738276786,-0.31010718880570853,1.1630631917792995,-0.5404708049294863,1.464659663667841,-0.472071620584654,-0.7696634150965181,1.365226033108785,-0.4676851027756942,-0.47390801524769666,0.4623744203042068,0.22818627292075083
Pn-delicatissima_B,0.844138133233841,-0.038085400726352976,1.3973024646045187,1.8280935937474267,1.761642724261054,1.0054144977579738,0.5361867073961138,1.2726391354697184,-0.6629403908857134,0.995697871829363,0.8633554410245001,0.20634096676674157,-0.5151491804734551,0.9769024003328499,0.05378348877565406,-1.3314072237134174,0.9505447847973515,0.12351004806153715,1.1502808272390608,1.3965032901289662,-0.29154615105371184,0.16343033097996212,-0.43666325292223473,-0.16906575055999182,1.4141793952404118,-0.15422179848093764,1.215714156482497,-0.17002200185031746,0.21497025272655296,-0.3277427028405255,1.2034626754789213,0.4258561248617737,0.1850688582990409,0.03537371610156705,1.1100983463133052,-0.5624040634868535,-0.8790778732991389,-0.3795395341619063,0.6767352353420528,-0.46818296861425607,2.004275188320782,2.104167240540108,-0.4652545629308719,-0.47357324394872324,-0.4992393892679685,-0.026984268972616722,-0.4737709287245886,-0.47098708747963947,1.80513372639177,-0.20530983920371182,-0.7486017384669896,-0.4730389742353077,-0.4743337160486542,-0.30836096396361745,-0.47054513006065,2.2046377350930473,0.9790142111665745,-0.39805944221607287,1.2374961758682517,-0.5404708049294863,1.4235923020623553,-0.472071620584654,-0.7696634150965181,1.655052405539781,-0.4676851027756942,-0.47390801524769666,0.4192923962879724,-0.3235209951620123
Pn-galaxiae_A,-1.1079156574427487,-0.701816185895143,0.20796514215103576,0.3314591910203572,0.3765293982012601,0.661209477670899,1.0383240271912946,-0.19274115807483955,0.9012681493269643,1.1993277863520244,1.1826135176141062,0.08080545201429146,0.9360596859174697,0.7284081731313615,-0.7848374068503567,0.31552588032922957,0.6722484673723237,-0.5627910854955221,0.7035728632160865,0.5810767853831053,0.9775059496505978,0.9699833474050483,-0.19569283901779227,-0.7379115014433857,0.7345244078341638,0.0367300008774994,0.5142299726140768,-0.49810144480084284,0.9187440527224024,0.9930234094659725,0.67890463929826,0.8886959869601017,0.9881206519652778,0.9081465982366825,0.5739419492150077,0.91923750799728,0.9279108902702855,1.5482068806251497,-0.541894366564141,-0.46818296861425607,-0.6167106406756077,-0.47185953975893463,-0.4652545629308719,-0.47357324394872324,-0.4992393892679685,-0.9271652005044393,-0.4737709287245886,-0.47098708747963947,-0.6023419884300536,0.7074741752029897,-0.7486017384669896,1.735048999931081,1.8850663520805486,-0.847759472669793,-0.47054513006065,-0.46855179228588406,-0.8594002503667655,-0.811567115286111,-0.774104774556997,-0.5404708049294863,0.3169049796736969,1.6809999637910524,1.3507977451429232,-0.899962641979547,-0.4676851027756942,-0.47390801524769666,-0.9017727236895439,-1.015645677914433
Pn-galaxiae_B,-1.3325025545515041,-1.0819909363669502,-0.4452005389176591,-0.6770433103940543,-0.5271821636260876,0.41035987528878826,0.7197769060252721,-0.2919984938920873,1.0082960875466245,0.6227196966080798,0.7011595276813857,-0.4071574869098581,0.8197781777496328,0.43073516506270937,-1.1727955539211699,0.3344966436036205,0.370263697829093,-0.6039143162552032,0.05330638621898313,-0.04822330318384629,0.89487522600209,1.0110003408650445,-0.7861551136133776,-1.159267617296159,0.42718056504564617,0.028098602462384492,-0.02311920106003918,-0.8792813717297616,0.7176224027497575,0.49916609904030274,0.7020964330996472,0.7255405622696968,1.122555975864613,0.8196090349885103,-0.012360979992598324,0.8328489472224603,0.6359101288986595,0.9944921924345286,-0.7569988395656744,-0.46818296861425607,-0.6167106406756077,-0.47185953975893463,-0.4652545629308719,-0.47357324394872324,-0.4992393892679685,-0.9271652005044393,-0.4737709287245886,-0.47098708747963947,-0.6023419884300536,0.7911681460148056,-0.7486017384669896,2.049262793951381,1.909603376308685,-0.847759472669793,-0.47054513006065,-0.46855179228588406,-0.8594002503667655,-0.811567115286111,-0.774104774556997,-0.5404708049294863,0.791432672091988,2.09557300088618,1.1111046297950744,-0.899962641979547,-0.4676851027756942,-0.47390801524769666,-0.9017727236895439,-1.015645677914433
Pn-hasleana_A,-1.4809036292156537,-0.7977502340426297,-0.39120581913116503,-0.6693417489099591,-0.5033335643676018,-0.4409967522381686,0.7056168112731174,-0.22448832289742982,1.5501975867841193,0.20758260650308263,0.31766758576716625,-0.22990670763823426,1.1068955827167513,0.5679852413322741,-0.9734271472207604,1.0553782549148432,0.19151034334940897,-0.6432459720925496,-0.010529303168861283,0.019396126801452564,0.8881740885850546,1.2616257851925852,-0.6762826127842154,-1.0205663753468979,0.3107137499235426,0.22245588911157066,-0.0760162700671294,-0.8233887987383568,0.7545249839076686,0.5555718951182742,0.7125405253223239,0.7232769568473815,1.2707768928227368,0.8629000530939539,-0.026484112627528446,1.1103358071213718,1.0735675169727292,0.9155413997171424,-1.0133589473343922,-0.46818296861425607,-0.6167106406756077,-0.47185953975893463,1.4477824432072526,-0.47357324394872324,-0.4992393892679685,-0.9271652005044393,-0.4737709287245886,1.632108582310403,-0.6023419884300536,-0.9771466028679454,-0.7486017384669896,-0.4730389742353077,-0.4743337160486542,-0.847759472669793,1.6143268073243016,-0.46855179228588406,1.0877867627889595,-0.811567115286111,1.0864358431412446,-0.5404708049294863,-0.4478872503959862,-0.472071620584654,1.2543412100525517,-0.899962641979547,1.5166035832610973,1.8049465512343859,-0.9017727236895439,-1.015645677914433
Pn-hasleana_B,-1.2925638166326725,-0.8932021642074555,-0.5160843044026571,-0.22419263148934856,-0.22403145601434032,0.6810892738735952,0.8003135632346303,-0.4556925289473515,0.3725952962901359,1.1852765924663973,1.1453350544402623,-0.7405033045703259,1.1522530312671853,0.12973087393748828,-0.8524884488018443,-0.17889660688113432,0.3711151874976044,-0.3752275582105824,0.3652995519896326,-0.4566110378521684,1.153467113481942,1.2535185210614612,-0.9194495596240166,-0.7498484939074368,-0.16414037030588124,0.5185283322264426,0.1674797239379922,-0.413793720583174,0.7121595544805748,1.412592487554591,-0.23208489641372532,0.6480450370023461,1.1898429279486613,0.7460364555132727,0.18374778197926206,1.1664283650017588,1.2029608651327912,2.0861772879755645,-1.0579547469811486,-0.46818296861425607,-0.6167106406756077,-0.47185953975893463,2.274254060239723,-0.47357324394872324,-0.4992393892679685,-0.9271652005044393,-0.4737709287245886,2.135788117526713,-0.6023419884300536,-0.9771466028679454,-0.7486017384669896,-0.4730389742353077,-0.4743337160486542,-0.847759472669793,2.150034233160899,-0.46855179228588406,1.3965344917901132,-0.811567115286111,1.157633436553186,-0.5404708049294863,-1.1144579882092915,-0.472071620584654,0.9017369055885603,-0.899962641979547,2.2248772389444564,1.9863175707471874,-0.9017727236895439,-1.015645677914433
Pn-multiseries_A,0.96124504843943,1.283420624753367,0.10975382917496937,0.5080185111857872,0.25544155547542235,-0.5874155171135514,-1.0452273907280079,1.2071519868940097,-0.8098406042722299,-0.6116526365600508,-0.7204994523224828,0.9044935755878557,-0.8420062130955668,-0.8692134750435943,1.4302681590230197,0.011814521954291099,-0.9894151948568524,1.3886291319940713,-0.9028542457799862,-0.4954739652264909,-0.9301874212136882,-0.9144738042494126,1.6936201728007534,1.4983050057065297,-0.4784820842227209,1.2411362256783338,-0.8571282339128147,1.2931023504867694,-0.9153650167462826,0.1250640353217222,-0.8530013239067743,-0.905075232221541,-1.0249804345184401,-0.8532902222247007,-0.9386202262685294,-0.8530145178140425,-0.43138984102518807,-0.3853614828888565,1.0698301799502397,2.213457802426778,-0.004396080809830688,-0.47185953975893463,-0.4652545629308719,-0.47357324394872324,1.879388644161052,1.9070903374566515,-0.4737709287245886,-0.47098708747963947,-0.6023419884300536,-0.9771466028679454,0.5555544996929374,-0.4730389742353077,-0.4743337160486542,1.3661198975394622,-0.47054513006065,-0.46855179228588406,-0.8594002503667655,1.6185669407945402,-0.774104774556997,1.9354077961364504,-1.1144579882092915,-0.472071620584654,-0.7696634150965181,0.7413004124260957,-0.4676851027756942,-0.47390801524769666,1.6698067245613202,1.2861932218794825
Pn-multiseries_B,0.9057898833476619,1.3240293160452976,0.16667336887766682,0.3118822115718216,0.09840774013123728,-0.5187742765521304,-0.9512661796277719,1.0326162360335154,-0.5974980948996604,-0.653142976151636,-0.7394429097578756,0.7951114855131854,-0.8003278531816207,-0.7816375851542541,1.2847312462922584,0.14889433029946778,-0.8802107436767839,1.3269533255520778,-0.8710547752289508,-0.5021836080708865,-0.8433922251502504,-0.7876573511302307,1.5244195464037102,1.244915671225638,-0.3762869094737169,1.2477607794210974,-0.9809917980941407,1.2381883935737719,-0.922494415995053,0.040043001875468456,-0.6681516761330809,-0.9225477733811426,-0.8106594115757879,-0.8045770946049282,-0.9942444565657935,-0.7717169045924137,-0.3323028716680996,-0.3450048361043804,0.9914770522009652,1.5320059464872704,0.05797540560063668,-0.47185953975893463,-0.4652545629308719,-0.47357324394872324,1.9073349454933575,1.335799991793404,-0.4737709287245886,-0.47098708747963947,-0.6023419884300536,-0.9771466028679454,0.9908535805718177,-0.4730389742353077,-0.4743337160486542,1.839373055529465,-0.47054513006065,-0.46855179228588406,-0.8594002503667655,1.8344897649799303,-0.774104774556997,1.8324048262381423,-1.1144579882092915,-0.472071620584654,-0.7696634150965181,0.5775532203448478,-0.4676851027756942,-0.47390801524769666,1.5598056907547722,1.412098265671764
Pn-subpacifica_A,0.9182097995441789,0.6888189084072167,-0.6986474585256808,-0.5524706593231392,-0.5857455133173101,-0.6266956755464734,-1.1676957741407366,0.3464970681124638,-1.2002426671566202,-1.2491598662051002,-1.2353854862477747,0.5687088392808453,-0.8057921584696095,-1.0273824764278316,0.8332903123167373,-0.43844804294827755,-0.956162013027867,0.473203173775589,-1.019497167369536,-0.7077076241235479,-0.9624208468458113,-0.8306757097019215,0.6185221922397298,0.764650425944976,-0.49949793121805786,0.23868722574396942,-1.0342554598477045,0.6905136304868272,-1.2703720309563318,-0.990065215912746,-0.8314179375168986,-1.2630073322111959,-0.8968501042948442,-0.8850104575866475,-1.1057936059480284,-0.8160014892630469,-0.6230405355671136,-0.9196154057293846,0.9494962945542444,-0.46818296861425607,-0.6167106406756077,-0.47185953975893463,-0.4652545629308719,2.0149895056441878,-0.4992393892679685,0.2762341692081337,1.7910541906813502,-0.47098708747963947,-0.08011692134440639,1.3789717491743594,1.401775474003903,-0.4730389742353077,-0.4743337160486542,0.3855430573399092,-0.47054513006065,-0.46855179228588406,-0.5529551703668113,0.24788752950689344,-0.774104774556997,-0.20758042695206882,0.17449089847164742,-0.472071620584654,-0.7696634150965181,-0.34883460962367335,-0.4676851027756942,-0.47390801524769666,-0.3201983943666292,0.6876694640227633
Pn-subpacifica_B,1.1709821098614608,0.9029251394814426,-0.42211552086973003,-0.43443361408618675,-0.5060389099677253,-0.7844990281504984,-1.2175165420327523,0.13078397051508148,-1.0120261826370442,-1.2253984531795463,-1.265775793088765,0.3671515136811989,-0.8583045574489945,-0.9435796645857573,1.067651238764074,-0.05111514499752027,-1.0285379531606367,0.3535358189798687,-0.9721387985824375,-0.695696647354753,-0.9138277501603237,-0.9158152602633685,0.9158763326451574,0.9077519605410582,-0.5278777534930627,0.3634169957249767,-0.9996967296800685,0.9575788163304089,-1.187048849326431,-0.950119156642677,-0.7301850266373882,-1.1926721204895354,-1.1116628663724446,-1.1032120869066164,-1.0533033299104373,-0.8426844887063888,-0.789870516578165,-0.839386843253885,1.083571900996646,-0.46818296861425607,-0.6167106406756077,-0.47185953975893463,-0.4652545629308719,1.7735964459455982,-0.29204786477862976,-0.03250466751065563,1.999113239115358,-0.47098708747963947,0.00272368142795294,1.4386163464501613,1.5434268765332797,-0.4730389742353077,-0.4743337160486542,0.6136622117642595,-0.47054513006065,-0.46855179228588406,-0.6049882677394531,0.2534908568848617,-0.774104774556997,-0.31740736584560597,-0.37981930094366884,-0.472071620584654,-0.7696634150965181,-0.3904468938776484,-0.4676851027756942,-0.47390801524769666,-0.18398994278346667,0.7719564823249834
